1,0001
2,0003
3,0004
4,0006
4,0006
5,0009
6,0012
7,0016
3,0018
8,0020
1,0021
9,0022
6,0022
2,0024
10,0026
11,0027
12,0027
13,0029
1,0031
14,0032
15,0034
16,0035
17,0036
1,0037
18,0038
19,0038
20,0039
21,0040
22,0041
23,0042
24,0044
25,0047
26,0051
27,0052
28,0054
1,0055
29,0056
30,0056
31,0058
32,0061
33,0062
34,0062
35,0064
3,0064
4,0064
3,0065
36,0066
3,0067
3,0067
37,0068
38,0069
1,0070
39,0070
2,0071
2,0071
40,0072
41,0073
42,0073
43,0074
44,0075
45,0075
46,0078
47,0079
48,0082
2,0084
49,0084
50,0085
51,0087
52,0089
53,0089
54,0091
55,0091
56,0092
2,0092
57,0094
58,0094
1,0095
59,0096
2,0096
60,0097
61,0099
1,0100
62,0100
63,0102
64,0102
3,0103
65,0104
66,0104
5,0104
67,0104
68,0105
69,0105
70,0106
71,0107
72,0107
73,0108
74,0108
2,0109
3,0109
1,0110
3,0110
6,0110
75,0111
76,0111
77,0111
78,0112
79,0113
80,0115
81,0115
82,0115
83,0116
84,0116
85,0116
86,0117
1,0118
87,0118
4,0119
88,0120
89,0121
90,0122
91,0124
92,0125
93,0126
94,0128
95,0128
96,0129
97,0130
98,0131
99,0132
100,0133
101,0133
102,0134
103,0134
104,0135
1,0136
105,0137
106,0137
107,0138
108,0139
109,0140
7,0140
110,0141
111,0141
112,0142
3,0142
113,0142
114,0143
115,0144
116,0145
117,0146
118,0147
119,0148
120,0148
121,0149
122,0150
123,0151
8,0151
124,0152
125,0152
4,0152
126,0153
4,0154
127,0154
128,0155
129,0156
4,0156
130,0157
5,0157
1,0158
3,0158
131,0159
132,0160
1,0161
133,0161
134,0162
135,0163
136,0164
137,0165
1,0166
138,0166
139,0166
140,0167
141,0168
142,0169
2,0169
143,0169
144,0170
145,0171
146,0172
4,0172
147,0173
148,0173
149,0174
150,0175
151,0176
152,0177
153,0177
154,0178
155,0179
156,0180
157,0181
158,0181
159,0182
160,0183
161,0184
162,0184
163,0185
164,0186
165,0187
166,0188
167,0188
168,0189
5,0189
6,0189
169,0190
1,0191
170,0191
171,0192
172,0194
173,0194
174,0195
175,0195
176,0195
177,0196
178,0196
179,0196
180,0197
181,0197
182,0197
5,0197
183,0197
184,0197
185,0198
186,0199
187,0199
188,0200
189,0200
190,0200
191,0201
192,0201
193,0201
194,0201
195,0201
196,0202
197,0202
198,0202
199,0203
200,0203
201,0204
202,0204
203,0205
204,0205
205,0206
206,0207
207,0208
208,0208
209,0209
210,0210
211,0211
212,0212
213,0214
214,0215
215,0217
216,0218
217,0218
218,0218
219,0219
220,0220
221,0222
222,0222
4,0223
223,0223
6,0223
224,0224
2,0224
225,0224
226,0225
227,0226
228,0227
229,0232
230,0232
231,0233
232,0233
233,0233
234,0235
235,0235
236,0236
237,0236
238,0237
239,0239
240,0239
241,0239
242,0240
243,0240
244,0240
245,0240
246,0240
247,0240
248,0241
249,0241
250,0241
251,0241
252,0241
253,0241
254,0241
255,0241
256,0242
257,0242
258,0242
259,0242
260,0242
261,0242
262,0242
263,0242
264,0243
265,0243
266,0243
267,0244
268,0244
269,0244
270,0244
271,0244
272,0244
273,0244
274,0244
275,0245
276,0245
277,0245
278,0246
279,0246
280,0246
281,0246
282,0246
283,0246
284,0246
285,0247
286,0247
287,0247
288,0247
289,0247
290,0248
291,0248
292,0249
293,0249
294,0250
295,0250
296,0250
297,0251
298,0252
299,0252
300,0252
301,0252
302,0254
303,0255
304,0255
305,0255
306,0255
307,0255
308,0255
309,0255
310,0255
311,0256
312,0256
313,0256
314,0256
315,0256
316,0257
317,0257
318,0258
319,0259
320,0259
321,0262
322,0262
323,0263
324,0263
325,0263
326,0263
327,0264
328,0264
329,0264
330,0264
331,0264
332,0264
333,0265
334,0265
335,0265
336,0266
337,0266
338,0266
339,0266
340,0267
341,0267
342,0267
343,0267
344,0269
345,0271
346,0271
347,0273
348,0273
349,0274
350,0276
351,0276
352,0277
353,0277
354,0278
2,0279
355,0279
356,0280
357,0281
358,0283
359,0284
360,0284
361,0284
362,0286
363,0287
364,0288
365,0288
366,0288
367,0288
368,0288
369,0288
370,0289
371,0289
372,0289
373,0289
374,0289
375,0289
376,0289
377,0289
378,0290
379,0290
380,0290
381,0290
382,0290
383,0290
384,0290
385,0290
386,0290
387,0291
388,0291
389,0291
390,0291
391,0291
392,0291
393,0291
394,0292
395,0292
396,0292
397,0292
398,0292
399,0293
400,0293
401,0293
402,0293
403,0293
404,0294
405,0294
406,0294
407,0294
408,0294
409,0294
410,0295
411,0295
412,0296
413,0296
414,0296
415,0296
416,0297
417,0297
418,0299
419,0299
420,0301
421,0302
422,0302
423,0303
424,0303
425,0303
426,0304
427,0304
428,0304
429,0307
430,0307
431,0307
1,0309
432,0310
433,0310
434,0310
435,0311
436,0311
437,0312
438,0312
439,0312
440,0312
441,0312
442,0313
443,0315
444,0315
445,0318
446,0318
447,0318
448,0318
3,0320
449,0320
1,0322
450,0323
451,0325
452,0325
453,0328
454,0328
455,0329
456,0329
457,0329
458,0330
459,0331
460,0331
461,0332
462,0332
463,0332
464,0333
465,0334
466,0334
467,0336
468,0337
469,0337
470,0337
471,0337
472,0337
473,0340
474,0340
475,0342
