1,0001
2,0002
3,0005
4,0009
5,0010
6,0011
7,0012
8,0015
9,0016
10,0374
11,0375
12,0377
13,0378
14,0380
15,0381
16,0383
17,0387
18,0388
19,0389
20,0391
21,0394
22,0396
23,0399
24,0400
25,0400
26,0400
27,0401
28,0401
29,0401
30,0401
14,0402
31,0416
32,0423
33,0425
34,0425
35,0425
36,0426
37,0426
38,0426
39,0428
40,0431
41,0475
42,0549
43,0590
44,0659
45,0659
46,0660
47,0660
48,0661
49,0662
50,0662
51,0662
52,0663
53,0663
54,0664
55,0665
56,0665
53,0666
58,0667
59,0667
60,0668
61,0669
62,0669
63,0671
64,0672
65,0673
66,0674
67,0674
68,0674
69,0676
70,0677
71,0678
72,0678
73,0682
74,0683
75,0687
76,0688
77,0688
78,0689
