5,0004
1,0007
3,0013
1,0015
4,0022
1,0026
4,0035
1,0055
3,0061
2,0064
1,0065
1,0074
3,0075
1,0123
2,0134
4,0137
4,0141
2,0142
1,0156
2,0170
4,0172
1,0182
1,0187
4,0188
2,0199
1,0205
2,0205
6,0210
1,0212
2,0216
2,0230
5,0233
1,0234
1,0235
3,0235
1,0257
2,0260
3,0263
2,0269
4,0277
1,0282
1,0285
1,0288
4,0290
2,0310
1,0313
5,0318
3,0325
1,0334
3,0340
1,0342
1,0344
1,0347
1,0358
1,0366
1,0379
1,0381
2,0382
4,0391
2,0393
1,0395
1,0402
1,0403
3,0403
1,0408
2,0423
2,0430
3,0433
1,0448
2,0449
1,0459
1,0462
3,0463
6,0465
2,0466
2,0471
1,0472
1,0478
5,0482
1,0483
2,0496
