ปฏิจจวาระ~~0001
อนุโลมนัย~~0001
๑. เหตุปัจจัย~~0001
๑.  เหตุปัจจัย~~0009
การนับจำนวนวาระในปัจจนียานุโลม~~0015
๑.  เหตุปัจจัย~~0016
๑.  เหตุปัจจัย~~0018
๓.  อธิปติปัจจัย~~0020
๑.  เหตุปัจจัย~~0036
๔.  นอนันตรปัจจัย ฯลฯ  ๗. นอุปนิสสยปัจจัย~~0042
๑. เหตุปัจจัย~~0046
๒.  อารัมมณปัจจัย~~0047
๑. เหตุปัจจัย~~0053
๑.  เหตุปัจจัย~~0055
๑. เหตุปัจจัย~~0077
๑.  เหตุปัจจัย~~0088
๑. เหตุปัจจัย~~0094
๑. เหตุปัจจัย~~0097
๑. เหตุปัจจัย~~0123
๒. อารัมมณปัจจัย~~0125
๑. เหตุปัจจัย~~0130
๑. เหตุปัจจัย~~0137
อนุโลมปัจจนียนัย~~0152
การนับจำนวนวาระในอนุโลมปัจจนียะ~~0152
ปัจจนียานุโลมนัย~~0152
การนับจำนวนวาระในปัจจนียานุโลม~~0152
๑. เหตุปัจจัย~~0153
๑. เหตุปัจจัย~~0154
๑. เหตุปัจจัย~~0166
๑. เหตุปัจจัย~~0171
๑. เหตุปัจจัย~~0174
๑. เหตุปัจจัย~~0205
การนับจำนวนวาระในปัจจนียานุโลม~~0216
๑. เหตุปัจจัย~~0217
๑. เหตุปัจจัย~~0219
๑. เหตุปัจจัย~~0236
๖๓.  จิตตสังสัฏฐสมุฏฐานทุกะ~~0237
ปฏิจจวาระ~~0237
อนุโลมนัย~~0237
๑. เหตุปัจจัย~~0237
ปัจจนียนัย~~0241
๑. นเหตุปัจจัย~~0241
๑. เหตุปัจจัย~~0247
๑. เหตุปัจจัย~~0253
๑. เหตุปัจจัย~~0256
๑. เหตุปัจจัย~~0272
๑. เหตุปัจจัย~~0273
๑. เหตุปัจจัย~~0274
การนับจำนวนวาระในปัจจนียะ~~0283
๑๗. นฌานปัจจัย~~0283
อนุโลมปัจจนียนัยนัย~~0285
การนับจำนวนวาระในปัจจนียะ~~0285
๑. เหตุปัจจัย~~0286
๑. เหตุปัจจัย~~0292
๑. เหตุปัจจัย~~0295
๑. เหตุปัจจัย~~0331
๑. เหตุปัจจัย~~0345
๑. เหตุปัจจัย~~0352
๑. เหตุปัจจัย~~0354
การนับจำนวนวาระในปัจจนียานุโลม~~0377
๑.  เหตุปัจจัย~~0378
๑.  เหตุปัจจัย~~0390
๑.  เหตุปัจจัย~~0397
