๒. เวทนาสังยุต~~0001
ปฐมกสคาถวรรคที่ ๑~~0001
๑.  สมาธิสูตร~~0001
ว่าด้วยผู้มีจิตตั้งมั่นรู้เหตุเกิดและดับแห่งเวทนา~~0001
เวทนาสังยุต~~0002
ปฐมกสคาถวรรคที่ ๑~~0002
อรรถกถาสมาธิสูตรที่ ๑~~0002
๒. สุขสูตร~~0003
ว่าด้วยผู้รู้ว่าเวทนาเป็นทุกข์ย่อมหมดความยินดีในเวทนา~~0003
อรรถกถาสุขสูตรที่ ๒~~0003
๓.  ปหานสูตร~~0004
ว่าด้วยพึงละราคานุสัยเป็นต้นในเวทนา ๓~~0004
อรรถกถาปหานสูตรที่ ๓~~0005
๔.  ปาตาลสูตร~~0006
ว่าด้วยผู้ไม่ปรากฏและปรากฏในบาดาล~~0006
อรรถกถาปาตาลสุตรที่ ๔~~0007
๕.  ทัฏฐัพพสูตร~~0009
ว่าด้วยพึงเห็นเวทนา ๓ โดยความเป็นทุกข์เป็นต้น~~0009
อรรถกถาทัฏฐัพพสูตรที่ ๕~~0010
๖.  สัลลัตถสูตร~~0010
ว่าด้วยเวทนาเปรียบด้วยลูกศร~~0010
อรรถกถาสัลลัตถสูตรที่ ๖~~0014
๗.  ปฐมเคลัญญสูตร~~0015
ว่าด้วยควรเป็นผู้มีสติสัมปชัญญะ~~0015
อรรถกถาปฐมเคลัญญสูตรที่ ๗~~0018
๘.  ทุติเคลัญญสูตร~~0019
ว่าด้วยควรเป็นผู้มีสติสัมปชัญญะ~~0019
อรรถกถาทุติยเคลัญญสูตรที่  ๘~~0022
๙.  อนิจจสูตร~~0022
ว่าด้วยเวทนา ๓ เป็นของไม่เที่ยง~~0022
๑๐.  ผัสสมูลกสูตร~~0023
ว่าด้วยเวทนา ๓ เกิดแต่ผัสสะและมีผัสสะเป็นมูล~~0023
อรรถกถาผัสสมูลกสูตรที่ ๑๐~~0024
รโหคตวรรคที่ ๒~~0026
๑.  รโหคตสูตร~~0026
ว่าด้วยเวทนา ๓ หมายถึงสังขารเป็นของไม่เที่ยง~~0026
อรรถกถารโหคตวรรคที่ ๒~~0028
อรรถกถารโหคตสูตรที่ ๑~~0028
๒.  ปฐมวาตสูตร~~0029
ว่าด้วยเวทนา ๓ เปรียบด้วยลมต่างชนิด~~0029
อรรถกถาปฐมวาตสูตรที่ ๒~~0030
๓.  ทุติยวาตสูตร~~0030
ว่าด้วยเวทนา  ๓ เปรียบด้วยลมต่างชนิด~~0030
อรรถกถาทุติยวาตสูตรที่ ๓~~0031
๔.  นิวาสสูตร~~0031
ว่าด้วยเวทนา ๓ เปรียบด้วยเรือนพักคนเดินทาง~~0031
อรรถกถานิวาสสูตรที่  ๔~~0032
๕.  ปฐมอานันทสูตร~~0033
ว่าด้วยพระอานนท์ทูลถามเรื่องเวทนา ๓~~0033
๖.  ทุติยอานันทสูตร~~0034
ว่าด้วยพระพุทธองค์ตรัสถามพระอานนท์ในเรื่องเวทนา ๓~~0034
๗.  ปฐมสัมพหุลสูตร~~0035
ว่าด้วยภิกษุจำนวนมากทูลถามเรื่องเวทนา ๓~~0035
๘.  ทุติยสัมพหุลสูตร~~0037
ว่าด้วยพระพุทธองค์ทรงแสดงเวทนา~~0037
๙.  ปัญจกังคสูตร~~0037
ว่าด้วยช่างไม้ปัญจกังคะถามปัญหาพระอุทายี~~0037
ว่าด้วยประเภทแห่งเวทนา~~0039
ว่าด้วยกามสุข~~0040
ว่าด้วยสุข~~0040
อรรถกถาปัญจกังคสูตรที่ ๙~~0044
๑๐.  ภิกขุสูตร~~0046
ว่าด้วยพระพุทธองค์ทรงแสดงประเภทแห่งเวทนา~~0046
อัฏฐสตปริยายวรรคที่ ๓~~0048
๑.  สิวกสูตร~~0048
ว่าด้วยสิวกปริพาชกทูลถามปัญหา~~0048
อรรถกถาอัฏฐสตปริยายวรรคที่ ๓~~0050
อรรถกถาสิวกสูตรที่  ๑~~0050
๒.  อักฐสตปริยายสูตร~~0052
ว่าด้วยพระพุทธองค์ทรงแสดงประแห่งเวทนา~~0052
อรรถกถาอัฏฐสตปริยายสูตรที่ ๒~~0053
๓. ภิกขุสูตร<SUP>๑</SUP>~~0057
ว่าด้วยภิกษุทูลถามเรื่องเวทนา~~0057
๔.  ปุพพสูตร~~0058
ว่าด้วยความคิดเกิดขึ้นเมื่อก่อนตรัสรู้~~0058
๕.  ญาณสูตร~~0058
ว่าด้วยความรู้แท้ในเรื่องเวทนา~~0058
๖.  ภิกขุสูตร~~0059
ว่าด้วยภิกษุทูลถามเรื่องเวทนา~~0059
๗.  ปฐมสมณพราหมณสูตร~~0059
ว่าด้วยผู้เป็นและไม่เป็นสมณพราหมณ์~~0059
๘. ทุติยสมณพราหมณสูตร~~0060
ว่าด้วยผู้เป็นและไม่เป็นสมณพราหมณ์~~0060
๙.   ตติยสมณพราหมณ์สูตร~~0061
ว่าด้วยผู้เป็นและไม่เป็นสมณพราหมณ์~~0061
๑๐.  สุทธิกสูตร~~0061
ว่าด้วยเวทนา ๓~~0061
๑๑.  นิรามิสสูตร~~0061
ว่าด้วยปีติสุขมีอามิสและไม่มี~~0061
อรรถกถานิรามิสสูตรที่ ๑๑~~0064
๓.  มาตุคามสังยุต~~0066
เปยยาลวรรคที่ ๑~~0066
๑.  อมนาปสูตร~~0066
ว่าด้วยมาตุคามผู้ประกอบด้วยองค์  ๕~~0066
เป็นที่ถูกใจและไม่ถูกใจของบุรุษ~~0066
มาตุคามสังยุต~~0067
อรรถกถาเปยยาลวรรคที่ ๑~~0067
อรรถกถาอมนาปสูตรที่ ๑~~0067
๒.  มนาปสูตร<SUP>๑</SUP>~~0068
ว่าด้วยบุรุษผู้ประกอบด้วยองค์ ๕~~0068
เป็นที่ถูกใจและไม่ถูกใจของมาตุคาม~~0068
๓.  อาเวณิกสูตร~~0068
ว่าด้วยความทุกข์เฉพาะของมาตุคาม ๕ ประการ~~0068
อรรถกถาอาเวณิกสูตรที่ ๓~~0069
๔.  มาตุคามสูตร~~0070
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม ๓ ประการ  ย่อมเข้าถึงอบาย~~0070
อรรถกถามาตุคามสูตรที่ ๔~~0070
๕.  อนุรุทธสูตร~~0071
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม ๕ ประการย่อมเข้าถึงอบาย~~0071
๖.  อุปนาหีสูตร~~0072
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม ๕ ประการย่อมเข้าถึงอบาย~~0072
๗.  อิสสุกีสูตร~~0072
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม  ๕ ประการย่อมเข้าถึงอบาย~~0072
๘.  มัจฉรีสูตร~~0073
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม ๕ ประการย่อมเข้าถึงอบาย~~0073
๙.  อติจารสูตร~~0073
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม  ๕  ประการย่อมเข้าถึงอบาย~~0073
๑๐.  ทุสสีลสูตร~~0074
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม  ๕  ประการย่อมเข้าถึงอบาย~~0074
๑๑.   อัปปัสสุตสูตร~~0074
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม  ๕  ประการย่อมเข้าถึงอบาย~~0074
๑๒.  กุสีตสูตร~~0075
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม ๕ ประการย่อมเข้าถึงอบาย~~0075
๑๓.  มุฏฐัสสติสูตร~~0075
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม ๕ ประกอย่อมเข้าถึงอบาย~~0075
๑๔.   ปัญจเวรสูตร~~0076
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม  ๕  ประการย่อมเข้าถึงอบาย~~0076
เปยยาลวรรคที่ ๒ <SUP>๑</SUP>~~0077
๑. อักโกธนสูตร~~0077
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม ๕ ประการย่อมเข้าถึงสุคติ~~0077
๒.  อนุปนาหีสูตร~~0077
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม ๕ ประการย่อมเข้าถึงสุคติ~~0077
๓.  อนิสสุกีสูตร~~0078
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม ๕ ประการย่อมเข้าถึงสุคติ~~0078
๔.  อันจฉรีสูตร~~0078
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม ๕ ประการย่อมเข้าถึงสุคติ~~0078
๑๐.  ปัญจสีลสูตร~~0079
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม ๕ ประการย่อมเข้าถึงสุคติ~~0079
มาตุคามพลวรรคที่ ๓~~0080
๑.  วิสารทสูตร~~0080
ว่าด้วยกำลังของมาตุคาม ๕ ประการ~~0080
มาตุคามพลวรรคที่ ๓~~0080
อรรถกถาวิสารทสุตรที่ ๑~~0080
๒.  ปสัยหสูตร~~0081
ว่าด้วยกำลังของมาตุคาม ๕ ประการ~~0081
อรรถกถาปสัยหสูตรที่  ๒~~0081
๓.  อภิภุยยสูตร~~0081
ว่าด้วยกำลังของมาตุคาม ๕ ประการของบุรุษประการเดียว~~0081
อรรถกถาอภิภุยยสูตรที่  ๓~~0082
๔. อังคสูตร~~0082
ว่าด้วยกำลังของมาตุคาม ๕ ประการ~~0082
๕.  นาสยิตถสูตร~~0083
ว่าด้วยมาตุคามผู้ไม่ประกอบด้วยกำลัง ๕ ถูกพวกญาติให้พินาศ~~0083
อรรถกถานาสยิตถสูตรที่ ๕~~0084
๖.   เหตุสูตร~~0085
ว่าด้วยมาตุคามผู้ประกอบด้วยกำลัง ๕ ย่อมเข้าถึงสวรรค์~~0085
๗.  ฐานสูตร~~0085
ว่าด้วยฐานะที่ได้ยาก ๕ ประการ~~0085
๘. วิสารทสูตร~~0086
ว่าด้วยฐานะ  ๕  ประการ  ผู้ทำบุญไว้ย่อมได้โดยง่าย~~0086
๙.  ปัญจเวรสูตร~~0086
ว่าด้วยมาตุคามผู้ประกอบด้วยธรรม ๕ ประการ~~0086
สามารถอยู่ครองเรือน~~0086
๑๐.  วัฑฒิสูตร~~0087
ว่าด้วยอริยสาวิกาย่อมเจริญด้วยธรรม ๕ ประการ~~0087
๔.  ชัมพุขาทกสังยุต~~0088
๑. นิพพานปัญหาสูตร~~0088
ว่าด้วยปัญหานิพพาน~~0088
ชัมพุขาทกสังยุต~~0089
อรรถกถานิพพานปัญหาสูตรที่ ๑~~0089
๒.  อรหัตตปัญหาสูตร~~0090
ว่าด้วยปัญหาเรื่องพระอรหัตผล~~0090
อรรถกถาอรหัตตปัญหาสูตรที่ ๒~~0091
๓.  ธรรมวาทีปัญหาสูตร~~0091
ว่าด้วยปัญหาผู้เป็นธรรมวาที~~0091
อรรถกถาธรรมวาทีปัญหาสูตรที่ ๓~~0092
๔.  ภิมัตถิยสูตร~~0092
ว่าด้วยประโยชน์แห่งการประพฤติพรหมจรรย์~~0092
๕.  อัสสาสัปปัตตสูตร~~0093
ว่าด้วยผู้ถึงความโล่งใจ~~0093
๖.  ปรมัสสาสัปปัตรสูตร~~0094
ว่าด้วยผู้ถึงความโล่งใจอย่างยิ่ง~~0094
